feature	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol
chr11:2131365-2133233:-	1177.01140502868	8.28093299648926	0.463948299211939	17.8488271442211	2.95170383298335e-71	3.36169549538474e-67	IGF2;INS-IGF2
chr2:188974187-188974545:+	2184.56693157248	8.85081337754525	0.503275656784036	17.5864126512745	3.13080741051509e-69	1.78283827991782e-65	COL3A1;AC066694.1
chr17:50201631-50201676:-	275.888794120759	7.04108192342393	0.403676430168042	17.4423904821316	3.93274752544907e-68	1.49300205224465e-64	COL1A1
chr2:215435675-215436125:-	300.2932412822	5.63264965073655	0.334735591433729	16.8271608842399	1.54326837657108e-63	4.39407088519201e-60	FN1
chr12:91111437-91111803:-	372.669579896698	7.87929498455289	0.507294641500703	15.5319893804594	2.10739330589997e-54	4.80022047217894e-51	LUM
chrX:133985387-133985684:-	377.02408422353	5.20864788548841	0.35870288261015	14.5207862495751	8.94779939186741e-48	1.6984414545663e-44	GPC3
chr1:223712367-223712690:+	86.5090334220484	6.08906237873646	0.430036277661736	14.1594156005742	1.63346880466256e-45	2.65765374518598e-42	CAPN2
chr13:110307210-110307419:+	126.382963654111	5.90051929037147	0.419200042397394	14.075664822519	5.35984549650305e-45	7.63041004495916e-42	COL4A2
chr5:69167002-69167251:+	101.446679222347	-2.45362564704605	0.174464177838961	-14.0637790372695	6.34077685510428e-45	8.02390084475363e-42	CCNB1
chr12:52904692-52905232:-	499.264381219794	3.02525808854908	0.223695493574388	13.524001043602	1.12866403977004e-41	1.2854354748941e-38	KRT8
chrX:23783172-23783372:+	180.009821159554	3.69674521195032	0.280115159716843	13.1972336509284	9.10164956773468e-40	9.4235169933573e-37	SAT1
chr4:147732062-147732285:+	42.3267658131977	3.61066005318621	0.276254141595908	13.0700666868833	4.88227085579905e-39	4.63368189805795e-36	ARHGAP10
chrX:51893624-51893685:+	81.7767674678246	3.671207591596	0.281181361620901	13.0563689230073	5.8449845691993e-39	5.12065609681622e-36	MAGED1
chr7:130492083-130492302:+	254.776679404875	4.14324016668683	0.322701670288185	12.8392275223948	9.88559298516733e-38	8.04192989343362e-35	MEST
chr2:189580634-189580816:-	202.800409521302	8.256505379507	0.643745907379352	12.8257209635999	1.17686725105304e-37	8.93556074816201e-35	SLC40A1
chr7:80134817-80135140:+	264.024688664659	2.60905905213931	0.21231853772818	12.2884185246205	1.04531009531937e-34	7.44064792224518e-32	GNAI1
chr19:20238335-20238505:-	80.2189859485184	-4.04756216192312	0.331476486250904	-12.2107067312745	2.72511671317903e-34	1.82566789684682e-31	CTC-260E6.6
chr11:62525091-62529519:-	77.5558176071306	5.82275818841271	0.483709772128668	12.0377104700375	2.25116974097134e-33	1.42436512110681e-30	AHNAK
chr8:11868030-11868119:-	166.657957108053	5.24481715820494	0.443810336981154	11.8176994116017	3.16226041305414e-32	1.89552546548809e-29	CTSB
chr11:130069821-130070033:+	214.287043422492	2.88492535702768	0.244820248870297	11.7838510921377	4.72823522061889e-32	2.69249354638142e-29	APLP2
chr17:19387125-19387238:-	121.47021165175	7.96410792521955	0.682137176242848	11.6752292685251	1.70605144690287e-31	9.25248568036988e-29	MFAP4
chr10:94545765-94545858:+	35.9639095113376	-3.22108130554254	0.279357690310565	-11.5303119164596	9.28068559346138e-31	4.80444219199689e-28	HELLS
chr2:47403072-47403202:+	61.3477673492308	-2.41836169112593	0.209945800163838	-11.5189810381474	1.05855376774986e-30	5.24168211343616e-28	MSH2
chr11:62546696-62546952:-	114.060640032358	5.6846728693647	0.493992288977501	11.5076145846957	1.20772914048662e-30	5.73117799208422e-28	AHNAK
